"GL_CODE","GL_DESC"
"5253000A4","PLACEMENTS A 84 JOURS"
"5254000A4","AUTRES PLACEMENT"
"5260000A3","RESERVES OBLIGATOIRES"
"5280000A3","CREANCES RATTACHEES"
"5300000A2","AUTR VAL RECUS OU DONNES EN PENSION"
"5310000A3","AUT VALS REÇ EN PENS OU ACHET FERM"
"5320000A3","AUT VALS DON EN PENS OU ACHET FERM"
"5380000A3","CREANCES RATTACHEES"
"5390000A3","DETTES RATTACHEES"
"5410000A3","PRETS À TERME"
"5411000A4","BANQUES CENTRALES"
"5412000A4","INSTITUTIONS FINANCIERES SPEC"
"5413000A4","BANQUES ASSOCIÉES"
"5414000A4","BANQUES NON ASSOCIÉES"
"5415000A4","ETABLISSEMENTS FINANCIERS ASSOCIÉS"
"5416000A4","ETS FINANCIERS NON ASSOCIÉS"
"5417000A4","CHEQUES POSTAUX"
"5418000A4","CAISSE D EPARGNE POSTALE"
"5419000A4","PRÊT À TERM AUT INST FINANCIERES"
"5420000A3","COMPTE À TERME LORI"
"5421000A4","BANQUES CENTRALES"
"5422000A4","INSTITUTIONS FINANCIERES SPEC"
"5423000A4","BANQUES ASSOCIÉES"
"5424000A4","BANQUES NON ASSOCIÉES"
"5425000A4","ETABLISSEMENTS FINANCIERS ASSOCIÉS"
"5426000A4","ETS FINANCIERS NON ASSOCIÉS"
"5427000A4","CHEQUES POSTAUX"
"5428000A4","CAISSE D EPARGNE POSTALE"
"5429000A4","CPT A TERM NOSTRI AUT INST FIN"
"5430000A3","COMPTES A TERME LORI"
"5431000A4","BANQUES CENTRALES"
"5432000A4","INSTITUTIONS FINANCIERES SPEC"
"5433000A4","BANQUES ASSOCIÉES"
"5434000A4","BANQUES NON ASSOCIÉES"
"5435000A4","ETABLISSEMENTS FINANCIERS ASSOCIÉS"
"5436000A4","ETABLISSEMENTS FINANCIERS NON ASSOC"
"5437000A4","CHEQUES POSTAUX"
"5438000A4","CAISSE D EPARGNE POSTALE"
"5439000A4","CPTE A TERM LORI AUP AUT INST FIN"
"5440000A3","EMPRUNTS À TERME"
"5441000A4","BANQUES CENTRALES"
"5442000A4","INSTITUTIONS FINANCIERES SPEC"
"5443000A4","BANQUES ASSOCIÉES"
"5444000A4","BANQUES NON ASSOCIÉES"
"5445000A4","ETABLISSEMENTS FINANCIERS ASSOCIÉS"
"5447000A4","CHEQUES POSTAUX"
"5448000A4","CAISSE D EPARGNE POSTALE"
"5449000A4","AUTRES INSTITUTIONS FINANCIERES"
"5480000A3","CREANCES RATTACHEES"
"5490000A3","DETTES RATTACHEES"
"5510000A3","PRETS AU JOUR LE JOUR"
"5511000A4","BANQUES CENTRALES"
"5512000A4","INSTITUTIONS FINANCIERES SPEC"
"5513000A4","BANQUES ASSOCIÉES"
"5514000A4","BANQUES NON ASSOCIÉES"
"5515000A4","ETABLISSEMENTS FINANCIERS ASSOCIÉS"
"5517000A4","CHEQUES POSTAUX"
"5518000A4","CAISSE D EPARGNE POSTALE"
"5519000A4","AUTRES INSTITUTIONS FINANCIERES"
"5520000A3","EMPRUNTS AU JOUR LE JOUR"
"5521000A4","BANQUES CENTRALES"
"5523000A4","BANQUES ASSOCIÉES"
"5524000A4","BANQUES NON ASSOCIÉES"
"5525000A4","ETABLISSEMENTS FINANCIERS ASSOCIÉS"
"5526000A4","ETABLISSEMENTS FINANC NON ASSOCIÉS"
"5527000A4","CHEQUES POSTAUX"
"381000107","COMPTE DATTENTE CREDIT COMMERCE EXTERIEUR "
"381000108","COMPTE D ATTENTE LIQUIDATION DAT"
"381000109","VIREMENTS PERMANENTS INTER BANCAIRE LOCAUX"
"381000110","DAP TRAITEMENT DES SALAIRES"
"381000111","DAP CONSOLIDATED ACCOUNT GTP PREPAID CARDS"
"381000112","CPTE ATTENTE REGLEMENT IMPOT ETAX"
"381000113","MFS ACHAT DE CREDIT DE COMMUNICATION"
"381000114","CHEQUES CERTIFIES"
"381000115","CHEQUE DE BANQUE"
"381000116","DAP POUR OPERATION INTERNATIONAL"
"381000117","WESTERN UNION WAFACASH PAYABLE  ACCOUNT"
"381000118","MASTERCARD PAYABLE"
"381000119","MONEYGRAM WAFACASH  PAYABLE ACCOUNT"
"381000121","SMALL WORLD WAFACASH  PAYABLE ACCOUNT"
"381000122","COMPTE D ATTENTE PRIMUS PLUS INTERNET BANKING"
"381000124","PASSAGE CAISSE WESTERN UNION"
"381000125","COMPTE D ATTENTE VISA ETUDIANTS"
"381000126","DAP RECEIVABLES"
"381000127","FX SELL ACCESS AFRICA"
"381000128","DAP COMPENSES MANUELLE"
"381000129","MANAGER CHECK"
"381000130","ACCESS AFRICA PAYABLE"
"381000131","DAP TRAITEMENT SALAIRES SECURITE SOCIALE"
"381000132","AGENCY CASH WITHDRAWAL OPERATIONS"
"381000133","POOLSTN (MC-XAF)"
"381000134","POOLSTN-ACH"
"381000135","POOLSTN-RTGS"
"381000137","POOLSTN (CK-XAF)"
"381000138","POOLSTN (CASH-PAY-XAF)"
"381000140","VIREMENTS ASSISTANCE TECHNIQUE GROUPE"
"381000141","DAP SOMMES REVERSEES PAR LES SOUS AGENTS WU"
"381000142","VIREMENTS INTERBANCAIRES RECUS AUTRES"
"381000143","COMPTE DE PASSAGE  (RT)"
"381000144","COMPTE DE PASSAGE SOUS AGENT (RT)"
"381000145","DISPOSITION A PAYER SALAIRE FONCTIONNAIRE ETAT"
"381000146","DISPOSITION A PAYER MOBILE APP CASH OUT"
"381000147","DISPOSITION A PAYER PENSION FONCT ETAT"
"381000148","COMPTE GTP VISA PREPAYER POUR CONTROL DE PARTAGES DE DE COMMISSIONS"
"381000149","GTP VISA COMPTE DE COMPENSATION"
"381000150","DISPOSITION A PAYER BOURSES  ETUDIANTS"
"381000151","CONSOLIDATED ACCOUNT LOCAL PREPAID CARDS"
"381000152","CLIENTS DE PASSAGE"
"381000153","CIB GENERIC SUSPENSE ACCOUNT"
"381000154","TRANSACTION AVEC NOS CARTES A L'ETRANGER"
"381000155","NET POSITION SETTLEMENT CARD MGT SYSTEM XAF"
"381000156","MAD VENDOR PAYMENT FROM DYNAMICS ACCESS CUSTOMERS"
"381000157","MAD VENDOR PAYMENT FROM DYNAMICS NOT ACCESS CUSTOMERS"
"381000158","BANK COLLECT ONUS"
"381000159","BANK COLLECT OFFUS"
"381000160","POS ISSUER ACCOUNT"
"381000162","REGLEMENT OPERATIONS SUR TITRES"
"381000163","CARD MOBILE APP SUSPENSE ACCOUNT"
"381000164","DISPOSITION A PAYER CASH EXPRESS"
"381000166","CREDIT CARD CASH EXPRESS"
"381000167","DRAFT CORRESPONDANT "
"382000100","COMPTES BLOQUES - CANTONNEMENT SUR DECISION JUDI"
"382000101","COMPTES BLOQUES AUTRES"
"383000100","AVOIRS EN COURS DE PRESCRIPTI "
"383000101","AVOIRS EN COURS DE PRESCRIPTI CHEQ CERT & MANAGER CHEQ"
"383000103","AVOIRS EN COURS DE PRESCRIPTI VISA & MASTER CARD"
"383000104","AVOIRS EN COURS DE PRESCRIPTI AUTRES"
"383000105","UNCLAIMED CERTIFIED CHEQ"
"383000106","UNCLAIMED MANAGERS CHEQ"
"384000100","AUTRES SOMMES DUES A LA CLIENTELE"
"384000101","DAP JURIDIQUE RGLMT PENSION ALIMENTAIRE"
"384000102","CPT ATTENTE ENVOI RT"
"384000103","COMPTE ATTENTE DOUVERTURE"
"384000104","CPTE ATTENTE REGLEMENT RT"
"384000105","PROV POUR VIRTS INTERAGENCES"
"384000106","DAP JURIDIQUE RGLMT SUCCESSION"
"384000110","AGENCY CASH DEPOSIT OPERATIONS"
"384000111","RT CONTROLER ACCT"
"384000112","RT MASTER SETTLEMENT ACCOUNT"
"384000113","COMPTE EN ATTENTE DOUVERTURES"
"384000114","RT ON RIB ACCOUNT"
"384000115","COMPTES CAISSIERS D'AGENCE RT"
"384000117","AUTRES SOMMES DUES A LA CLIENTE COMPTES FERMES"
"384000118","PREPAID POS DEPOSIT SUSPENSE ACCOUNT"
"384000119","CARD ISSUANCE FEES SALE  OF PREPAID CARD"
"384000120","VISA PREPAID LOADING ACCOUNT AT BRANCH"
"384000121","E COMMERCE ACQUIRING ACCOUNT"
"384000125","RT ON RETAIL INTERNET BANKING"
"384000126","RT SUB-AGENT SUSPENE AC"
"384000127","RT ON RETAIL INTERNET BANKING RT"
"384000130","COMPTE D ATTENTE RT INTERNET BANKING"
"384000132","ACCESSPAY CASH DEPOSIT OPERATIONS"
"384000133","  ASSURANCE DGE"
"384000134","  ASSURANCE BONUS"
"384000135","  ASSURANCE ECOSAFE"
"384000136","ASSURANCE RETRAITE"
"384000137","ASSURANCE TRESOR"
"384000138","COMPTE VIREMENT RECU AUTRES BANQUES"
"384000139","AUTRES SOMMES DUES OPERATION MONAIE ELECTRONIQUE"
"384000140","SOMMES DUES CLIENT COMPTES OUVERTS"
"384000141","COMPTE ATTENTE CREDIT BOURSE LOCALE"
"384000142","ACCESS BANK WALLET POOL ACCOUNT"
"384000144","SUSPENSE ACCOUNT PREPAID CARD LOADING"
"384000145","CHARGE BACK ATM"
"384000146","OPERATION SUR CARTE PRPAYEE APPLICATION MOBILE"
"384000147","INTER AFFILIATE CHARGEBACK ACCOUNT"
"384000148","VISA INTERNATIONAL CHARGEBACK ACCOUNT"
"384000149","SUSPENSE ACCOUNT ATM"
"384000150","SUSPENSE ACCOUNT POS CASH"
"384000151","SUSPENSE ACCOUNT POS PURCHASE"
"384000155","POOLSTN (CASH-PAY-ISSUE-XAF)"
"384000156","INSURANCE COLLECTIONS FOR ALLIANZ"
"384000157","INSURANCE COLLECTIONS FOR SUNU"
"384000158","AUTRES SOMMES DUES AUX CLIENTS RISQUE OPERATIONNEL"
"384000159","GLOBAL VISA PREPAID MOBILE APP."
"384000160","SOM DUES AUX CCANTS SUR TRN POS- PMT NET JOURNALIER"
"384000162","SOM DUES AUX CCANTS- TRSF SUSPECTES"
"384000163","PAIEMENT BRUT AUX COMMERCANTS"
"384000164","BRANCH CASH EXPRESS ACCOUNT"
"384000165","AUTRES SOMME DUE A LA CLIENTELE"
"384000166","ACCESS BANK MOBILE AGENT ACCT"
"384000167","MOBILE MONEY TRUST ACCOUNT"
"384000168","SMALL WORLD IMTOs SUSPENS ACCOUNT"
"386000101","VALEURS RECUES COMPENSE"
"386000103","WESTERN UNION WAFACASH RECEIVABLE  ACCOUNT"
"386000104","SUSPENSE ACCOUNT POS CASH"
"386000105","GTP PREPAID FUNDING  ACCOUNT"
"386000106","C/A TRANSACTIONS VISA OFF-US"
"386000107","C A TRANSACTIONS MC OFF US"
"386000108","C A TRANSACTIONS AMEX OFF US"
"386000109","C A TRANSACTIONS CUP OFF US"
"386000110","C A TRANSACTIONS ON US"
"386000111","C A TRANSACTIONS INTER FILIALES OFF US"
"386000112","C A TRANSACTIONS ROUTEURS LOCAUX"
"386000113","C A TRANSACTIONS REJETEES"
"386000114","C A CHARGEBACK VISA"
"386000115","C A CHARGEBACK MC"
"386000116","C A CHARGEBACK AMEX"
"386000117","C A CHARGEBACK CUP"
"386000118","C A CHARGEBACK INTER FILLIALE"
"386000119","AUTRES SOMMES DUES PAR LA CLIENTELE"
"386000120","VISA TRANSACTIONS"
"386000121","MASTERCARD RECEIVABLE"
"386000122","CUP TRANSACTIONS"
"386000123","GOLBAL TRANSACTIONS ON US"
"386000124","GOLBAL TRANSACTIONS REGIONAL INTER  AFFILIATE"
"386000125","GOLBAL LOCAL TPE TRANSACTIONS"
"386000126","RJC ET NOME GLOBAL TRANSACTIONS"
"386000127","FX BUY ACCESS AFRICA"
"386000128","TRANSACTIONS CONTESTEES DES PORTEURS DE CARTE MC"
"386000129","TRANSACTIONS CONTESTEES DES PORTEURS DE CARTE CUP"
"386000130","ACCESS AFRICA RECEIVABLE"
"387000100","ATTENTE COMPENSATION DEBIT"
"387000101","ATTENTE COMPENSE DEBIT AUTRES"
"387000102","VALEURS NON IMPUTEES COMPENSE BILATERALE"
"387000103","ATTENTE COMPENSATION CREDIT AUTRES"
"387000104","CHEQUES A PRESENTER A LA COMPENSATION"
"387000105","VALEUR EN ATTENTE COMPENSE CREDIT"
"387000106","VALEURS NON IMPUTEES TRANSACTION RT"
"387000107","VALEURS NON IMPUTEES TRANSACTIONS QUICK CASH"
"387000111","MTN WALLET TRANSACTIONS"
"391000100","PROVISIONS SUR CREANCES IMPAYÉES"
"391000101","PROVISIONS SUR CREANCES IMPAYÉES"
"392000100","PROVISIONS SUR CREANCES IMMOB"
"392000101","PROVISIONS SUR CREANCES IMMOB"
"394100100","PROVISIONS SUR CREANCES DOUTEUSES DEPUIS AU PLUS UN AN COUVERTES PAR DES GARANTIES ELIGIBLES"
"394200100","PROVISIONS SUR CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS 2 ANS COUVERTES PAR DES GARA ELIGIBLES"
"394200101","PROVISIONS SUR CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS 2 ANS COUVERTES PAR DES GARA ELIGIBLES"
"394300100","PROVISIONS SUR CREANCES DOUTEUSES DEPUIS PLUS DE 2 ANS COUVERTES PAR DES GARANTIES ELIGIBLES "
"394300101","PROVISIONS SUR CREANCES DOUTEUSES DEPUIS PLUS DE 2 ANS COUVERTES PAR DES GARANTIES ELIGIBLES "
"395100100","PROVISIONS SUR AUTRES CREANCES DOUTEUSES DEPUIS AU PLUS UN AN "
"395100101","PROVISIONS SUR AUTRES CREANCES DOUTEUSES DEPUIS AU PLUS UN AN "
"395200100","PROVISIONS SUR AUTRES CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS 2 ANS "
"395200101","PROVISIONS SUR AUTRES CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS 2 ANS "
"395300100","PROVISIONS SUR AUTRES CREANCES DOUTEUSES DEPUIS PLUS DE 2 ANS "
"395300101","PROVISIONS SUR AUTRES CREANCES DOUTEUSES DEPUIS PLUS DE 2 ANS "
"396000100","PROVISIONS SUR CREANCES IMPAYEES SUR LE CREDIT BAIL"
"396000101","PROVISIONS SUR CREANCES IMPAYEES SUR LE CREDIT BAIL"
"397000100","PROVISIONS SUR CREANCES DOUTEUSES SUR LE CREDIT BAIL"
"397000101","PROVISIONS SUR CREANCES DOUTEUSES SUR LE CREDIT BAIL"
"401000100","RETENUES DE GARANTIES"
"401000101","RETENUES DE GARANTIES"
"402000100","AVANCES ET ACOMPTES VERSÉS SUR COMMANDES DE FOURNITURES ET SERVICES"
"403000100","SOMMES DUES AUX FOURNISSEURS LOCAUX"
"403000101","SOMMES DUES AUX FOURNISSEURS ETRANGERS"
"411000100","CHEQUES A RECOUVRER RECUS DE CLIENT"
"411000101","CHEQUES A RECOUVRER RECUS DE CLIENT COMPENSE MANUELLE"
"412000100","CHEQUES A RECOUVRER RECU DES CORRESPONDANTS"
"413000100","EFFET A RECOUVRER RECU CLIENTELE"
"414000100","EFFET A RECOUVRER RECU DES CORRESPONDANTS"
"415000100","COMPTES D ENCAISSEMENT DE CLIENTELE"
"415000101","COMPTE D ENCAISSEMENT  CHEQUE COMPENSE MANUELLE"
"416000100","COMPTES D ENCAISSEMENT CORRESPONDANTS"
"417000100","VALEURS NON PAYEE A PRESENTATION COMPENSATION"
"421000100","AVANCES MENSUELLES SUR TRAITEMENT SAL"
"422000100","REMUNERATIONS DUES"
"423000100","OPPOSITION SUR TRAITEMENT ET SALAIRE"
"431000100","AVANCE SUR SUBVENTION"
"432000100","SUBVENTION A RECEVOIR"
"433000100","TVA DEDUCTIBLE SUR ACHATS"
"433000101","TVA DEDUCTIBLE SUR SERVICES"
"433000102","TVA DEDUCTIBLE SUR IMMOBILISATIONS"
"433000103","TVA DEDUCTIBLE ASSIST TECHNIQUE"
"433000104","TVA DEDUCTIBLE SUR COMMISSIONS PAYEES"
"433000105","TVA DEDUCTIBLE SUR INTERETS PAYES AUX INST FINANC"
"433000106","AUTRES TVA DEDUCTIBLE"
"433000107","TVA A REGULARISER"
"433000108","ACOMPTE IS VERSE"
"434000100","IRCCM IMPOT SUR REVENUS DES CAPITX IMMOB"
"434000101","IMPOTS ET TAXES COLLECTES SUR OPS CAISSE"
"434000102","TVA COLLECTEE SUR OPS CAISSE 18%"
"434000103","TVA A PAYER OU CREDIT DE TVA"
"434000104","TVA COLLECTEE WAFACASH"
"434000105","IMPOTS ET TAXES SUR SALAIRES IRPP"
"999000103","DIFFERES ORDINATEURS HORS BILAN DE"
"102000100","FONDS DE DOTATION"
"103100100","CAPITAL SOUSCRIT NON APPELE"
"103200100","CAPITAL APPELE NON VERSE"
"103300100","ACTIONNAIRES DEFAILLANTS"
"104000100","ACTIONS PROPRE DETENUES"
"111000100","PRIMES D EMISSION"
"112000100","PRIMES D APPORTS"
"113000100","AUTRES PRIMES LIÉES AU CAPITAL"
"121000100","RESERVE LEGALE"
"122000100","RESERVES STATUTAIRES CONTRACTUELLES"
"123000100","RESERVES FACULTATIVES"
"131000100","REPORT A NOUVEAU CREDITEUR"
"132000100","REPORT A NOUVEAU DEBITEUR"
"141000100","AMORTISSEMENTS DEROGATOIRES"
"142000100","ECART DE VEEVAL DES IMMOB AMORTS"
"143000100","ECARTS DE RÉEVAL IMMO NON AMORTBLES"
"144000100","ECARTS DE RÉEVAL DES CREANCES"
"145000100","PLUS VAL DE CESSION A REINVESTIR"
"151000100","SUBVENTION D INVESTISSEMENT"
"161100100","FOND AFFECT DE BONIFICAT DES INTS"
"161200100","FONDS AFFECT DE GTIE DES AVALS"
"161400100","FONDS AFFECT DE FIN DES PARTS"
"161500100","AUTRES FONDS AFFECTES"
"162100100","FONDS D AFFECT DE BONIFI DE"
"162200100","FONDS D AFFECT DE GTIE DES AVALS"
"162300100","FONDS D AFFECT DE FIN DES ÉTUDES"
"162400100","FONDS D AFFECT DE FIN DES PARTS"
"162500100","AUTRES FONDS D AFFECTATION"
"163000100","FONDS DE GTIE MUTUELS"
"163000101","FONDS DE GTIE MUTUELS EXERCICES ANTERIEURS"
"171000100","OBLIGATIONS EMISES"
"172000100","OBLIGATIONS ECHUES A REMBOURSER"
"173000100","PRIME DE REMB DES EMPRUNT OBLIGATAIRES"
"179000100","DETTES RATTACHEES SUR EMPT OBLIGATAIRE"
"181000100","EMPRUNT PARTICIPATIFS"
"182000100","DETTES SUBORDONNES FILIALES"
"182000101","DETTES SUBORDONNES AUTRES"
"183000100","COMPTE BLOQUE DES ACTIONNAIRES"
"184000100","AUTRES COMPTES BLOQUES"
"186100100","AUTRES EMPRUNTS A LT AUPRES DES CORR"
"186200100","AUTRES EMPRUNTS A LT AUPRES D AUTRES PRT"
"187100100","AUTRES EMPRUNTS A MT AUPRES DES CORR"
"187200100","AUTRES EMPRUNTS A MT AUPRES D AUTRES PRT"
"188000100","DEPOTS ET CAUTIONNMT RECUS"
"189000100","DETTES RAT AUTRE RESSOURCE PERMANENTES FILIALES"
"189000101","DETTES RAT AUTRE RESSOURCE PERMANENTES AUTRES"
"191100100","PROVS POUR RISQUES DE CREDIT"
"191200100","AUTRES PROVISIONS RISQUES BANC GENERAUX"
"192000100","PROVS POUR RISQUES GENERAUX"
"193100100","PROVS POUR LITIGES"
"193200100","PROVISIONS POUR PERTES SUR MCHES A TERM"
"193300100","PROVISIONS POUR PERTES ET CHARGES"
"193410100","PROV EXE ENGT DONNES ORD CORR"
"193420100","PROVS POUR ENGT DONNES"
"193600100","PROVISIONS POUR GROSSES REPARATIONS"
"193700100","PROVS RELATIVES AU PERSONNEL"
"194100100","PROVISIONS POUR PERTES LATENTES"
"194200100","PROVISIONS POUR RISQUES DE N PERC LOYER"
"201100100","FRAIS RELATIF AU PACTE SOCIAL"
"201200100","FRAIS EMISSIONS DES EMPRUNTS"
"201300100","FRAIS AQUISITION IMMOBILISATION"
"201400100","FRAIS EXCEPTIONNEL A ETALER"
"202100100","IMMOBILISATION INCORP EN COURS"
"202200100","FONDS DE COMMERCE"
"202300100","BREVETS, LOGICIELS, LICENCES"
"202400100","ETUDES ET RECHERCHES IMMOB"
"202500100","AUTRE IMMOB INCORP"
"211000100","TERRAIN EN EXPLOITATION"
"212000100","TERRAIN EN LOCATION SIMPLE"
"213100100","TERRAIN DONNES EN CREDIT BAIL"
"213200100","TERRAINS AFFECTES AU CRED BAIL N LOUES"
"214000100","TERRAINS ACQUIS PAR ADJUDICATION"
"214000101","TERRAINS ACQUIS PAR DATION"
"215100100","ECART DE REEV TERRAINS EN EPLOITATION BANCAIRES"
"215200100","ECART DE REEV TERRAIN EN LOCATION SIMPLE"
"219000100","AUTRES TERRAINS"
"221000100","IMMEUBLES D'EXPLOITATION BANCAIRE"
"221000101","AGENCEMENTS & INSTALLATIONS IMMEUBLES"
"221000102","IMMEUBLES RESIDENTIELS"
"221000103","AGENCEMENTS & INSTALLATIONS IMMEUBLES RESIDENTIELS"
"221000104","REEVAL IMMEUBLES & AGENCEMENTS "
"222000100","IMMEUBLES EN LOCATION SIMPLE"
"223100100","IMMEUBLES DONNES EN CREDIT BAIL"
"223200100","IMMEUBLES AFFECTES AU CRED BAIL N LOUES"
"224000100","IMMEUBLE ACQUIS PAR ADJUDIC"
"225000100","MOBILIER  DE BUREAU"
"225000101","MATERIEL DE BUREAU"
"225000102","REEVAL  MATERIEL & MOBILIER DE BUREAU"
"225000103","MATERIEL DE TRANSPORT "
"225000104","REEVAL MATERIEL DE TRANSPORT"
"225000105","MATERIEL  INFORMATIQUE"
"225000106","REEVAL MATERIEL  INFORMATIQUE"
"225000107","MATERIEL TELECOM"
"225000108","REEVAL MATERIEL TELECOM"
"225000109","MOBILIER DE LOGEMENT"
"225000110","MATERIEL DE LOGEMENT"
"225000111","DISTRIBUTEURS AUTOMATIQUES"
"225000112","MATERIEL DE SECURITE"
"226000100","MATERIEL ET MOBILIER EN LOCATION SIMPLE"
"227100100","MATÉRIEL ET MOBILIER EN LOCATION"
"227200100","MAT ET MOB AFFECTES AU CRED BAIL N LOUES"
"228000100","MAT ET MOB BUR ACQUIS EN REAL GTIE"
"229000100","AUTRES IMMOBILIATIONS CORPORELLES"
"231000100","IMMEUBLES D EXPLOITATION BANCAIRE"
"232000100","IMMEUBLES EN LOCATION SIMPLE"
"233000100","IMM DEST CRD-BAIL, LOC AVC OPT ACH"
"236000100","MAT ET MOB EN LOCATION SIMPLE"
"237000100","MAT MOB DEST CRD-BAIL, LOC OPT ACH"
"239000100","AUTRES IMMOBILISATIONS CORPORELLES"
"241000100","AV ET ACPTE SUR IMMEUBLE"
"242000100","IMMEUBLES EN LOCATION SIMPLE"
"245000100","AVANCES ET ACOMPTES IMMOBILISATIONS"
"251000100","DEPOTS ET CAUTIONNEMENTS VERSÉS"
"251000101","DEPOT ET CAUTIONNEMENT TELEPHONE"
"251000102","DEPOTS ET CAUTIONNEMENT LOYER"
"251000103","DEPOT ET CAUTIONNEMENT ABONN EAU & ELECTRICITE"
"261000100","DOTATION DES SUCCURSALES  L ETR"
"262000100","ACTIONS ET PART D AUTRES ETS DE CREDIT"
"263000100","AUTRES TITRES DE PARTICIPATION ASSOCIES"
"263000101","AUTRES TITRES DE PARTICIPATION NON ASSOCIES"
"264000100","TITRES DE L'ACTIVITE DE PORTEFEUILLE"
"265110100","TITRES D'INVESTISSEMENTS PRIVÉS ADMIS EN GARANTIE DES REFINANCEMENTS DE LA BEAC"
"265120100","AUTRES TITRES D'INVESTISSEMENT PRIVÉS"
"265210100","TITRES D INVESTISSEMENTS PUBLICS ADMIS EN GARANTIE DES REFINANCEMENTS DE LA BEAC"
"265220100","AUTRES TITRES D'INVESTISSEMENT PUBLICS"
"266100100","TITRES IMPAYES"
"266200100","TITRES DOUTEUX"
"267100100","AVANCES EN COMPTES COURANT ETS CREDIT CEMAC"
"267200100","AUTRES AVANCES EN COMPTES COURANTS "
"268000100","CREANCES RATTACHEES TITRES IMMOBILISES"
"271000100","BON D EQUIPEMENT"
"272100100","CREANCES TITRISEES SECURISEES SUR L'ETAT"
"272200100","AUTRES CREANCES TITRISEES SUR L'ETAT"
"273000100","AUTRES PRET ET TITRES A SOUSCR OBLIGATOIRE"
"276000100","PRETS ET TITRES IMPAYES"
"278000100","CREANCES RATTACHEES TITRES ET PRETS A S OBL"
"280110100","AMORT FRAIS RELATIF AU PACTE SOCIAL"
"280120100","AMORT FRAIS EMISSIONS DES EMPRUNTS"
"280130100","AMORT FRAIS AQUISITION IMMOBILISATION"
"280140100","AMORT FRAIS EXCEPTIONNEL A ETALER"
"280210100","AMORT IMMOBILISATION INCORP EN COURS"
"280220100","AMORT FONDS DE COMMERCE"
"280230100","AMORT BREVETS, LOGICIELS, LICENCES"
"280230101","AMORT REEVAL BREVETS, LOGICIELS, LICENCES"
"280240100","AMORT ETUDES ET RECHERCHES IMMOB"
"280250100","AMORT AUTRE IMMOB INCORP"
"282100100","AMORT IMMEUBLES D'EXPLOITATION BANCAIRE"
"282100101","AMORT AGENCEMENTS & INSTALLATIONS IMMEUBLES"
"282100102","AMORT IMMEUBLES RESIDENTIELS"
"282100103","AMORT AGENCEMENTS & INSTALLATIONS IMMEUBLES RESIDENTIELS"
"282200100","AMORT IMMEUBLES EN LOCATION SIMPLE"
"282300113","AMORT TERMINAL DE PAIEMENT ELECTRONIQUE (TPE)"
"282310100","AMORT IMMEUBLES DONNES EN CREDIT BAIL"
"282320100","AMORT IMMEUBLES AFFECTES AU CRED BAIL N LOUES"
"282400100","AMORT IMMEUBLE ACQUIS PAR ADJUDIC"
"282500100","AMORT MOBILIER  DE BUREAU"
"282500101","AMORT MATERIEL DE BUREAU"
"282500102","AMORT REEVAL  MATERIEL & MOBILIER DE BUREAU"
"282500103","AMORT MATERIEL DE TRANSPORT "
"282500104","AMORT REEVAL MATERIEL DE TRANSPORT"
"282500105","AMORT MATERIEL  INFORMATIQUE"
"282500106","AMORT REEVAL MATERIEL  INFORMATIQUE"
"282500107","AMORT MATERIEL TELECOM"
"282500108","AMORT REEVAL MATERIEL TELECOM"
"9812000A4","ENGAGEMENTS RECUS"
"9820000A3","ENGT PAR SIG DOUTEUX SUR LA CLTELE"
"9821000A4","ENGAGEMENTS DONNES"
"9822000A4","ENGAGEMENTS RECUS DOUTEUX"
"9830000A3","ENGT PAR SIGN DOUT SUR ORG PUB"
"9850000A3","PRV TAX REC CREAN EN SFR ENGT SIGN"
"9851000A4","INTERET / CRANCES EN SOUFFRANCE"
"9852000A4","COMM/ ENGAGMT PAR SIGNATURE DOUTEUX"
"9853000A4","TAX A REC CREAN SOUFF ET ENGAG DOUT"
"9854000A4","LOY ECHUS ENGT DOUT CR BAIL OP ASSI"
"9855000A4","INDEMN. DE RESILIATION A RECOUVRER"
"9900000A2","CPTE GL DES ENGTS DNES OR  CORR"
"9900000A3","CPTE GL DES ENGTS DNES OR  CORR"
"9910000A3","CPTE GL DES ENGTS RECUS DES CORRS"
"9920000A3","CPTE GL DES ENGTS DNES  OR CLTELE"
"9930000A3","CPTE GL DES ENGTS RECUS DE LA CLTLE"
"9940000A3","CTE GLE ENGTS CRED BAIL ET OPS ASSI"
"9950000A3","CTE GL VALS AFFEC EN  GTIE OPS  MM"
"9960000A3","CPTE GRLE ENGTS DE ETAT ET ORG PUB"
"9970000A3","PRODUITS ET TAXES NON PERCUES"
"9971000A4","INTERETS RESERVES"
"9972000A4","COMMISSIONS RESERVEES"
"9973000A4","TAX INTS COM ET LOY CRD BAIL OP ASS"
"9980000A3","VALEURS GÉRÉES POUR COMPTE DE TIERS"
"101000100","CAPITAL SOCIAL"
"101000101","CAPITAL SOUSCRIT APPELE VERSE"
"282500109","AMORT MOBILIER DE LOGEMENT"
"282500110","AMORT MATERIEL DE LOGEMENT"
"282500111","AMORT DISTRIBUTEURS AUTOMATIQUES"
"282500112","AMORT MATERIEL DE SECURITE"
